landing_page_id,origin,mql_id
111313f5b9ceedf17ab5af7317a9f9bc,organic_search,6
111313f5b9ceedf17ab5af7317a9f9bc,paid_search,1
111313f5b9ceedf17ab5af7317a9f9bc,social,1
111313f5b9ceedf17ab5af7317a9f9bc,unknown,1
120ad10683075526ee1b3b00489dafec,direct_traffic,2
120ad10683075526ee1b3b00489dafec,email,9
120ad10683075526ee1b3b00489dafec,other,1
120ad10683075526ee1b3b00489dafec,paid_search,1
120ad10683075526ee1b3b00489dafec,referral,1
128d8c3f32b8aa66b5bcbe4e26dfc78d,email,5
128d8c3f32b8aa66b5bcbe4e26dfc78d,organic_search,2
128d8c3f32b8aa66b5bcbe4e26dfc78d,referral,2
128d8c3f32b8aa66b5bcbe4e26dfc78d,social,1
128d8c3f32b8aa66b5bcbe4e26dfc78d,unknown,1
13fa6688e41e863dcbfdb4c6112c4c86,unknown,1
142187f4dbc5f5dc401d35e896ad29f1,organic_search,1
146e076b71a6ca8c31b34191182a313a,unknown,1
149878f8f96bf77a1a69f88519a8fe99,unknown,1
151d5575a642287261af4311d569e07c,unknown,1
154e7506c0176dc761f19fa0cb4988c4,other,1
154e7506c0176dc761f19fa0cb4988c4,unknown,8
15cf89bab2c3163b4f9d8601d108f8b2,direct_traffic,5
15cf89bab2c3163b4f9d8601d108f8b2,display,1
15cf89bab2c3163b4f9d8601d108f8b2,email,1
15cf89bab2c3163b4f9d8601d108f8b2,organic_search,29
15cf89bab2c3163b4f9d8601d108f8b2,other,1
15cf89bab2c3163b4f9d8601d108f8b2,paid_search,1
15cf89bab2c3163b4f9d8601d108f8b2,referral,1
15cf89bab2c3163b4f9d8601d108f8b2,social,1
15cf89bab2c3163b4f9d8601d108f8b2,unknown,1
166fa7410ac1923b2cf2680f79e08850,unknown,1
1694e838dffa97f640fcfa35e86e438e,organic_search,9
1694e838dffa97f640fcfa35e86e438e,referral,3
16d718d40146b50ca7a8a045f1b06834,organic_search,1
16d718d40146b50ca7a8a045f1b06834,paid_search,1
1722481ac9e5371e5099dea226b5421d,direct_traffic,2
1722481ac9e5371e5099dea226b5421d,display,1
1722481ac9e5371e5099dea226b5421d,email,2
1722481ac9e5371e5099dea226b5421d,organic_search,36
1722481ac9e5371e5099dea226b5421d,other,1
1722481ac9e5371e5099dea226b5421d,other_publicities,1
1722481ac9e5371e5099dea226b5421d,paid_search,15
1722481ac9e5371e5099dea226b5421d,referral,2
1722481ac9e5371e5099dea226b5421d,social,12
1722481ac9e5371e5099dea226b5421d,unknown,14
1754aa3138d36ccc989ffa4362719181,direct_traffic,1
1754aa3138d36ccc989ffa4362719181,display,1
186132bda8b5f41c7dc834d063745d19,paid_search,6
19f7d64c187f64e4c089786e84510ff2,unknown,1
1b29d3a0b89bc8da6df20e98dfac86f4,email,1
1baca9df5850e5ba75545d8b2eb8d966,direct_traffic,1
1baca9df5850e5ba75545d8b2eb8d966,email,1
1baca9df5850e5ba75545d8b2eb8d966,organic_search,3
1baca9df5850e5ba75545d8b2eb8d966,paid_search,6
1c19071a49fd2b43d0d4df3ff05c19c4,organic_search,1
1ceb590cd1e00c7ee95220971f82693d,organic_search,12
1ceb590cd1e00c7ee95220971f82693d,other_publicities,1
1ceb590cd1e00c7ee95220971f82693d,paid_search,52
1ceb590cd1e00c7ee95220971f82693d,social,1
1ceb590cd1e00c7ee95220971f82693d,unknown,5
1d298480a2f10b8c7527eeb6fcf1df97,organic_search,1
1d4ddc25ccaa2adeded340b6eda66182,direct_traffic,2
1d4ddc25ccaa2adeded340b6eda66182,organic_search,8
1d4ddc25ccaa2adeded340b6eda66182,paid_search,1
1d83f02bfc05b6715ef428ee0ccd78be,organic_search,1
1e884e3078d9978e216a027ecd57fb34,direct_traffic,1
1e884e3078d9978e216a027ecd57fb34,unknown,3
1ec5f5ec77c51a968271b2ca9862907d,organic_search,1
1ec5f5ec77c51a968271b2ca9862907d,paid_search,2
1ec5f5ec77c51a968271b2ca9862907d,social,1
1ec5f5ec77c51a968271b2ca9862907d,unknown,1
1ee8e9027201b4aead6b5c6fa7846eee,paid_search,1
1f2ef44bd62ca960c9391166cae6fd3c,email,1
1f2ef44bd62ca960c9391166cae6fd3c,other_publicities,1
1f2ef44bd62ca960c9391166cae6fd3c,social,1
20267f479a91ac26c09f83ae13adfa1e,unknown,1
214b0943d4ad794c4086cf7e38785ef2,direct_traffic,1
214b0943d4ad794c4086cf7e38785ef2,email,1
214b0943d4ad794c4086cf7e38785ef2,organic_search,2
214b0943d4ad794c4086cf7e38785ef2,paid_search,1
214b0943d4ad794c4086cf7e38785ef2,referral,2
21a104c3279681d9856b8a48723c4fee,direct_traffic,6
21a104c3279681d9856b8a48723c4fee,email,8
21a104c3279681d9856b8a48723c4fee,organic_search,14
21a104c3279681d9856b8a48723c4fee,other,1
21a104c3279681d9856b8a48723c4fee,other_publicities,1
21a104c3279681d9856b8a48723c4fee,paid_search,3
21a104c3279681d9856b8a48723c4fee,referral,3
21a104c3279681d9856b8a48723c4fee,social,2
21a104c3279681d9856b8a48723c4fee,unknown,9
21aa3161ecfcb855e82c0ef1ebdf410d,unknown,1
2204d1cf0ec6a0cf20f7342e99d88ec8,unknown,1
22218292bcb562cf33f2342d57952479,email,2
22218292bcb562cf33f2342d57952479,unknown,1
2228a43ac0bc372e25f9569e69fc9015,direct_traffic,1
2228a43ac0bc372e25f9569e69fc9015,display,1
2228a43ac0bc372e25f9569e69fc9015,email,3
2228a43ac0bc372e25f9569e69fc9015,organic_search,3
2228a43ac0bc372e25f9569e69fc9015,paid_search,6
2228a43ac0bc372e25f9569e69fc9015,referral,1
2228a43ac0bc372e25f9569e69fc9015,social,2
2228a43ac0bc372e25f9569e69fc9015,unknown,3
22c29808c4f815213303f8933030604c,direct_traffic,105
22c29808c4f815213303f8933030604c,display,4
22c29808c4f815213303f8933030604c,email,11
22c29808c4f815213303f8933030604c,organic_search,495
22c29808c4f815213303f8933030604c,other,5
22c29808c4f815213303f8933030604c,other_publicities,9
22c29808c4f815213303f8933030604c,paid_search,124
22c29808c4f815213303f8933030604c,referral,56
22c29808c4f815213303f8933030604c,social,33
22c29808c4f815213303f8933030604c,unknown,41
241f79c7a8fe0270f4fb79fcbbcd17ad,direct_traffic,3
241f79c7a8fe0270f4fb79fcbbcd17ad,email,1
241f79c7a8fe0270f4fb79fcbbcd17ad,organic_search,12
241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search,90
241f79c7a8fe0270f4fb79fcbbcd17ad,referral,1
241f79c7a8fe0270f4fb79fcbbcd17ad,social,1
241f79c7a8fe0270f4fb79fcbbcd17ad,unknown,1
245b65531b938a173db059ad8f034482,organic_search,1
24d866dcbe66afe0feee5936c5d54cac,email,1
253c51690efe34b79a8e2b516effa8cc,direct_traffic,1
253c51690efe34b79a8e2b516effa8cc,email,4
2635743d5842a4475730345cf894efce,unknown,1
270c9837c3b21fb83bee9224f701f3aa,organic_search,1
27cd3540bace1f4a4b2bc6d319b0553c,direct_traffic,1
27cd3540bace1f4a4b2bc6d319b0553c,organic_search,6
27cd3540bace1f4a4b2bc6d319b0553c,other_publicities,1
27cd3540bace1f4a4b2bc6d319b0553c,paid_search,6
27cd3540bace1f4a4b2bc6d319b0553c,unknown,11
282cb66cf00adbf96a4486eb4cb2431c,paid_search,1
294ce16d2b3c2186a805f26aa8de3ebc,social,1
298895230612f85f0742434fc434ad10,email,11
2b3ba77df5d7657e8c515a1c74155b99,organic_search,1
2b3ba77df5d7657e8c515a1c74155b99,paid_search,1
2cae266d756f8688d24bf43c5b5d9d84,unknown,1
2e84ebc35438eb47630f2fae4218c9c7,social,1
2f08471dfb83baef522f952438a36f6e,direct_traffic,4
2f08471dfb83baef522f952438a36f6e,organic_search,11
2f08471dfb83baef522f952438a36f6e,paid_search,4
2f08471dfb83baef522f952438a36f6e,referral,2
2feec85dc487b235304e69f08fed3a39,unknown,1
30077c17f2ec5010a82e37ad8925b95f,direct_traffic,12
30077c17f2ec5010a82e37ad8925b95f,email,2
30077c17f2ec5010a82e37ad8925b95f,organic_search,21
30077c17f2ec5010a82e37ad8925b95f,other_publicities,1
30077c17f2ec5010a82e37ad8925b95f,paid_search,3
30077c17f2ec5010a82e37ad8925b95f,referral,4
30077c17f2ec5010a82e37ad8925b95f,social,2
30077c17f2ec5010a82e37ad8925b95f,unknown,3
30534107aa0013db92899c96a1017d0b,direct_traffic,1
30534107aa0013db92899c96a1017d0b,organic_search,1
30534107aa0013db92899c96a1017d0b,paid_search,1
30534107aa0013db92899c96a1017d0b,social,34
30c86954adc2eec0f2589a8bfc4c573f,unknown,1
313edefdee4adcd34e8cbec1854ba5a9,direct_traffic,2
313edefdee4adcd34e8cbec1854ba5a9,email,2
313edefdee4adcd34e8cbec1854ba5a9,organic_search,4
313edefdee4adcd34e8cbec1854ba5a9,paid_search,1
31aa231b755f09653f48e41c110c8860,organic_search,2
320669df6e03fc8a691a1a4c61c56a32,unknown,1
3207d4688de4e0e721272756dd4339b8,other_publicities,1
3251617f7f52477cfa4689dae4c10322,organic_search,1
32d0cd3623c4eab3ededbe84943049d2,organic_search,1
33009ff58323b15ce24eba767675f434,paid_search,4
330b9d44078a1ae5a221d655dcb77afa,direct_traffic,3
330b9d44078a1ae5a221d655dcb77afa,display,3
330b9d44078a1ae5a221d655dcb77afa,email,17
330b9d44078a1ae5a221d655dcb77afa,organic_search,23
330b9d44078a1ae5a221d655dcb77afa,other,1
330b9d44078a1ae5a221d655dcb77afa,paid_search,6
330b9d44078a1ae5a221d655dcb77afa,referral,3
330b9d44078a1ae5a221d655dcb77afa,social,2
330b9d44078a1ae5a221d655dcb77afa,unknown,5
336d5ebc5436534e61d16e63ddfca327,social,1
33751088e4687d1b6b2424b9e5e67979,unknown,1
33d93d27f43d86b4a7e89186936d8c6c,email,1
33d93d27f43d86b4a7e89186936d8c6c,unknown,1
346137f3e0157d94372d1cafc5675908,organic_search,1
346137f3e0157d94372d1cafc5675908,paid_search,3
34c9ef8fb69f256ff66add711305d279,paid_search,2
358adb2fee9a122549618e46925a00a5,direct_traffic,1
358adb2fee9a122549618e46925a00a5,email,1
358adb2fee9a122549618e46925a00a5,organic_search,8
358adb2fee9a122549618e46925a00a5,other,1
358adb2fee9a122549618e46925a00a5,other_publicities,1
358adb2fee9a122549618e46925a00a5,paid_search,3
358adb2fee9a122549618e46925a00a5,unknown,5
35c9b150ab36fe584c1f24fd458c453a,direct_traffic,1
35c9b150ab36fe584c1f24fd458c453a,display,1
35c9b150ab36fe584c1f24fd458c453a,organic_search,7
35c9b150ab36fe584c1f24fd458c453a,paid_search,47
35c9b150ab36fe584c1f24fd458c453a,referral,1
35c9b150ab36fe584c1f24fd458c453a,social,1
35c9b150ab36fe584c1f24fd458c453a,unknown,1
36120633c8737035fbabf079082f4ec1,direct_traffic,7
36120633c8737035fbabf079082f4ec1,email,1
36120633c8737035fbabf079082f4ec1,organic_search,15
36120633c8737035fbabf079082f4ec1,paid_search,15
36120633c8737035fbabf079082f4ec1,referral,5
36120633c8737035fbabf079082f4ec1,social,9
36120633c8737035fbabf079082f4ec1,unknown,7
36137eeb4bf9b5f4054c5b83bef611fa,unknown,1
36525851387908b96e770b1ce5d79a43,paid_search,4
36525851387908b96e770b1ce5d79a43,social,1
3683ba5726e741af4b8b02bcaef4e7b3,organic_search,1
36b6e21a46b7b35a459bed735785772a,organic_search,1
37145c5650a33da9e6b2df70ae1aec80,other,1
37145c5650a33da9e6b2df70ae1aec80,unknown,2
3757ed31bc4b61f9e108bd871822c0c6,social,1
375e354da26e8619e407002dde41f19c,unknown,1
37cf94070e940a694969304de58debe1,organic_search,4
37cf94070e940a694969304de58debe1,other_publicities,1
37cf94070e940a694969304de58debe1,paid_search,4
37cf94070e940a694969304de58debe1,referral,2
37cf94070e940a694969304de58debe1,unknown,2
382c8bbbcb0aab881c1a340d390b5e32,direct_traffic,1
386ab4223b463542f214d97a27247329,direct_traffic,1
38addfd5b0598e69bfa843b9c85c9a19,organic_search,1
3a21003b9294a4eec831bac080494843,organic_search,1
3aea860a87895eee6b72f666b3d7b98a,unknown,1
3b86d7e8c33da2767ad2af9782f383d5,direct_traffic,2
3b86d7e8c33da2767ad2af9782f383d5,email,3
3b86d7e8c33da2767ad2af9782f383d5,organic_search,5
3b86d7e8c33da2767ad2af9782f383d5,other,1
3b86d7e8c33da2767ad2af9782f383d5,paid_search,2
3b86d7e8c33da2767ad2af9782f383d5,referral,1
3b86d7e8c33da2767ad2af9782f383d5,unknown,4
3b9715bd3b57ba1727acec71ed308568,unknown,1
3c3d58faafc86beae6e757f1470ce9f0,paid_search,1
3c46fdd071e979b10c7a2ccc395e72f0,unknown,1
3c5cc1a2e1d86abfce2a16a1bcc80e26,display,1
3c5cc1a2e1d86abfce2a16a1bcc80e26,organic_search,2
3c5cc1a2e1d86abfce2a16a1bcc80e26,paid_search,1
3c5cc1a2e1d86abfce2a16a1bcc80e26,unknown,1
3cc38c43666a7f2faedf74d0d718ba94,unknown,1
3cd2a8301d5395f21cdd3094c9eaa2f4,direct_traffic,3
3cd2a8301d5395f21cdd3094c9eaa2f4,display,1
3cd2a8301d5395f21cdd3094c9eaa2f4,organic_search,1
3cd2a8301d5395f21cdd3094c9eaa2f4,paid_search,33
3cd2a8301d5395f21cdd3094c9eaa2f4,unknown,4
3d75f6dd34b968151b3e86c9e28f1379,unknown,1
3e2dbc66617ded5ca6a69bdb3a354d4a,direct_traffic,1
3e2dbc66617ded5ca6a69bdb3a354d4a,other,1
3e2dbc66617ded5ca6a69bdb3a354d4a,social,1
3e3371f8470ce094c7c82c09b7bd59d9,unknown,1
3f3196b43b4af9aafbe878f6a1bbc7bd,unknown,1
3fd71e7e6cf64921740567dcfefb68cf,email,1
3fd71e7e6cf64921740567dcfefb68cf,organic_search,1
3fd71e7e6cf64921740567dcfefb68cf,paid_search,1
40acf2a9cf2fe4de391609431f40dfb7,email,1
40acf2a9cf2fe4de391609431f40dfb7,organic_search,1
40dec9f3d5259a3d2dbcdab2114fae47,direct_traffic,5
40dec9f3d5259a3d2dbcdab2114fae47,email,5
40dec9f3d5259a3d2dbcdab2114fae47,organic_search,57
40dec9f3d5259a3d2dbcdab2114fae47,other_publicities,2
40dec9f3d5259a3d2dbcdab2114fae47,paid_search,241
40dec9f3d5259a3d2dbcdab2114fae47,referral,8
40dec9f3d5259a3d2dbcdab2114fae47,social,5
40dec9f3d5259a3d2dbcdab2114fae47,unknown,7
425a9f1cd945cb291c58c4212654eb8d,direct_traffic,1
425a9f1cd945cb291c58c4212654eb8d,unknown,1
42a2a1be58277f162c18bad69bcc544f,display,3
42a2a1be58277f162c18bad69bcc544f,organic_search,2
42a2a1be58277f162c18bad69bcc544f,paid_search,1
431a558885d03bf98bc3747f78cdfab7,email,1
431a558885d03bf98bc3747f78cdfab7,organic_search,1
431a558885d03bf98bc3747f78cdfab7,unknown,1
447cabeecc99dc245cb42be7122cba9e,display,1
447cabeecc99dc245cb42be7122cba9e,organic_search,1
447cabeecc99dc245cb42be7122cba9e,paid_search,1
44cb5e9f50dfa3b36e485b0f26c4fe5f,direct_traffic,1
4513838e626b499f475f9b488d177c55,organic_search,1
4513838e626b499f475f9b488d177c55,paid_search,5
4513838e626b499f475f9b488d177c55,unknown,1
46bbd1ad032b44f18f1fb613200965a0,paid_search,1
46bd119220c8bf61324669b1d82203ac,organic_search,1
46bd119220c8bf61324669b1d82203ac,other,4
46bd119220c8bf61324669b1d82203ac,referral,1
47a9f630d492167d7390ff23cf40dab6,unknown,1
47eeb9ed8fa40de028e33449896579a1,paid_search,1
489a340e7e59e0bcbec67b4a19c1b229,direct_traffic,1
489a340e7e59e0bcbec67b4a19c1b229,organic_search,1
489a340e7e59e0bcbec67b4a19c1b229,paid_search,2
4a295a87a340012cd5cb23cbb5e7461b,social,1
4aab772aeb9833c170d8ea5413e02eac,organic_search,5
4aab772aeb9833c170d8ea5413e02eac,paid_search,25
4aab772aeb9833c170d8ea5413e02eac,unknown,2
4b0974ddecd83fd34439a7312a609824,paid_search,6
4c4b6da00763e942beb82e36b58d4118,unknown,1
4c683c64df361d9d0ca0257aa0d80f49,email,1
4e24f6443807ad2eba56754b0dc91140,direct_traffic,1
4e33f301b88ec7f40f82be48344f7a4e,unknown,1
4e82dd1f6d00626bda0723eef0a269a6,direct_traffic,5
4e82dd1f6d00626bda0723eef0a269a6,organic_search,19
4e82dd1f6d00626bda0723eef0a269a6,referral,4
4e82dd1f6d00626bda0723eef0a269a6,unknown,2
4ed6bf4ac34e75c7c81fcf829d96b739,organic_search,1
4ed6bf4ac34e75c7c81fcf829d96b739,paid_search,2
5071a8a3ad132bdea8de85e0c90effd1,organic_search,1
50f87b85a731cec08d8380b08c573ed3,direct_traffic,1
50f87b85a731cec08d8380b08c573ed3,organic_search,1
515742ea988a44a8ca0ddc44ff92735f,email,1
51ecca024748b4439e473ec446c0bef5,direct_traffic,1
51ecca024748b4439e473ec446c0bef5,email,3
51ecca024748b4439e473ec446c0bef5,other,1
51ecca024748b4439e473ec446c0bef5,unknown,1
5209e2e679d32a6619feb6942702fd14,organic_search,14
5209e2e679d32a6619feb6942702fd14,paid_search,1
5209e2e679d32a6619feb6942702fd14,referral,1
5215a2f4c4cb554cb18c8de3b4f06df5,email,1
52a08c56d3b13cb6c8ce804776423e6b,unknown,1
5325ad032ef3e3d5e7dc9e1ec565fa23,paid_search,1
5342a9e3497ac934ce6a4e62086cfcca,organic_search,1
53afa44da0f77375f9ab54c9b8d61da8,organic_search,1
54d5e01ab35155d4bd8cf723fc6f04a0,display,5
54d5e01ab35155d4bd8cf723fc6f04a0,email,7
54d5e01ab35155d4bd8cf723fc6f04a0,organic_search,1
54d5e01ab35155d4bd8cf723fc6f04a0,referral,1
557cc18ae3b10b7fd35fbed2019910b1,unknown,1
5679ae2329cbad78cdf97737d11bad06,direct_traffic,1
5679ae2329cbad78cdf97737d11bad06,unknown,3
56be022a42b70a9b7e51755d3e3a4f22,email,1
57c63d5cb72265135f694bb785d474c3,organic_search,1
57d5edb1844a746128fd1274524b94c7,direct_traffic,1
57d5edb1844a746128fd1274524b94c7,organic_search,5
57d5edb1844a746128fd1274524b94c7,paid_search,1
57d5edb1844a746128fd1274524b94c7,social,1
57d5edb1844a746128fd1274524b94c7,unknown,1
58326e62183c14b0c03085c33b9fdc44,direct_traffic,5
58326e62183c14b0c03085c33b9fdc44,organic_search,9
58326e62183c14b0c03085c33b9fdc44,other,1
58326e62183c14b0c03085c33b9fdc44,other_publicities,2
58326e62183c14b0c03085c33b9fdc44,paid_search,2
58326e62183c14b0c03085c33b9fdc44,referral,5
58326e62183c14b0c03085c33b9fdc44,social,464
58326e62183c14b0c03085c33b9fdc44,unknown,7
5870b76c7b4ff735e08214a63fdbbecf,unknown,1
58c77ebccfe901ecb02789124bee6608,unknown,1
58f8c0a253663304e348e81298bc255e,direct_traffic,3
58f8c0a253663304e348e81298bc255e,email,6
58f8c0a253663304e348e81298bc255e,organic_search,4
58f8c0a253663304e348e81298bc255e,other_publicities,1
58f8c0a253663304e348e81298bc255e,paid_search,2
58f8c0a253663304e348e81298bc255e,referral,2
58f8c0a253663304e348e81298bc255e,unknown,4
5950e5dfc73454c6d83969bb09ba7fcd,organic_search,1
5963a9ba5d6c9af62cba5a9ac76f263d,organic_search,1
59d346b461701840a8ff44a94710704c,organic_search,1
5b4fa71a2749f25fe9703a7987301c23,organic_search,1
5b893796c1ea6486bc0cc23a0a0fa11b,email,1
5b893796c1ea6486bc0cc23a0a0fa11b,organic_search,1
5bc6da5f353093c37734eddd2eafc993,direct_traffic,1
5bc6da5f353093c37734eddd2eafc993,unknown,1
5c517d06e51b50ae51785450e0b806d5,direct_traffic,1
5c6c41289f4d77b9b32fb6a5e2106edb,organic_search,1
5c6c41289f4d77b9b32fb6a5e2106edb,other_publicities,1
5c6c41289f4d77b9b32fb6a5e2106edb,paid_search,3
5c6c41289f4d77b9b32fb6a5e2106edb,unknown,1
5ce25abc7206b8285aa756867eb2c590,display,8
5ce25abc7206b8285aa756867eb2c590,organic_search,1
5ce25abc7206b8285aa756867eb2c590,paid_search,2
5d85e946cb22385b94eef98af7f76cb1,email,1
5d85e946cb22385b94eef98af7f76cb1,organic_search,1
5da54625ee0a9560dc9b9b9f6ccb03d0,email,1
5da54625ee0a9560dc9b9b9f6ccb03d0,organic_search,2
5da54625ee0a9560dc9b9b9f6ccb03d0,paid_search,14
5dc848e7dd9418dffe183215b8ff0bc1,direct_traffic,1
5dc848e7dd9418dffe183215b8ff0bc1,organic_search,4
5dc848e7dd9418dffe183215b8ff0bc1,paid_search,31
5dc848e7dd9418dffe183215b8ff0bc1,referral,3
5dc848e7dd9418dffe183215b8ff0bc1,unknown,2
5e63931027e6805374c67e5988189028,organic_search,1
5ecb50153794666e90bc04c0076b7834,paid_search,10
5f8ff9510f85e3e9dcb1d74965bf8d48,organic_search,2
5f8ff9510f85e3e9dcb1d74965bf8d48,referral,1
5fdaba20ee1cd0194652abb51479ddf9,referral,1
6018a468a00de93ac9bee91950c6a3d8,social,1
603522877eb261ca56f4222c9a6f1db3,direct_traffic,1
607cb942712956d9e5cca504365378c0,paid_search,1
607cb942712956d9e5cca504365378c0,social,2
60877a8e7a44a3ad9fe1af9359efa0dd,unknown,1
60ea0bbb4ee471b6b99e8b892847a8db,organic_search,1
60ea0bbb4ee471b6b99e8b892847a8db,paid_search,1
616767b0bfb0a97510747d8bbcc40290,organic_search,1
616767b0bfb0a97510747d8bbcc40290,other_publicities,1
616767b0bfb0a97510747d8bbcc40290,paid_search,3
6265f632e27ca4d14268e0cb91ebc4a4,organic_search,1
6265f632e27ca4d14268e0cb91ebc4a4,paid_search,1
62a620c9f1f5dbe99651c2c9e369cbb0,email,3
62a620c9f1f5dbe99651c2c9e369cbb0,organic_search,1
6323b8a5b98bfda127cb1cdfd4a40fbb,email,4
6323b8a5b98bfda127cb1cdfd4a40fbb,unknown,1
63355b003224fe06badbd9de99644792,email,7
63355b003224fe06badbd9de99644792,other_publicities,1
638d98a3871a7670e644fa1b69111fab,unknown,1
639b8856a99f6e208406b764ba5a7be5,organic_search,1
63a22f10d1d63d25eaf970d6a9c9df2a,email,2
6404292b0f9a5594edf14be71ce4c221,unknown,1
64078d75b35c1df83ebde92c7babe9d4,direct_traffic,1
64078d75b35c1df83ebde92c7babe9d4,display,6
64078d75b35c1df83ebde92c7babe9d4,organic_search,2
645b2f3e4380afe5121a2a90ca732c74,direct_traffic,1
645b2f3e4380afe5121a2a90ca732c74,display,1
645b2f3e4380afe5121a2a90ca732c74,organic_search,1
649b7b8b46b254497e92038d88f6ced8,organic_search,3
649b7b8b46b254497e92038d88f6ced8,paid_search,2
649b7b8b46b254497e92038d88f6ced8,social,57
6511fd3ad2fc59d7f907bf22b13d19e3,direct_traffic,1
6511fd3ad2fc59d7f907bf22b13d19e3,email,1
6511fd3ad2fc59d7f907bf22b13d19e3,organic_search,1
6511fd3ad2fc59d7f907bf22b13d19e3,referral,1
657e28a0f2bb6ac7755d08066847dae1,other,1
65c9e96d17d8d12bc0ad3b2cde0bb8b7,direct_traffic,1
65c9e96d17d8d12bc0ad3b2cde0bb8b7,email,3
65c9e96d17d8d12bc0ad3b2cde0bb8b7,organic_search,3
65c9e96d17d8d12bc0ad3b2cde0bb8b7,other,1
65c9e96d17d8d12bc0ad3b2cde0bb8b7,social,1
65d9f9d71e562365e8b44037c2888d98,direct_traffic,1
65d9f9d71e562365e8b44037c2888d98,email,1
65d9f9d71e562365e8b44037c2888d98,organic_search,23
65d9f9d71e562365e8b44037c2888d98,paid_search,64
65d9f9d71e562365e8b44037c2888d98,social,1
65d9f9d71e562365e8b44037c2888d98,unknown,5
66f0eb34b1d43f33779493fc31c5d131,unknown,1
67215f7bc6c2a85df0711d66d514a3d9,unknown,1
6744140b06a752fafd3c7e4937075ca8,unknown,1
67e4b3ca7fb7e6e1e24767b1a6df70fe,social,1
67f163b6f2baf0f12300d9efa4589e79,unknown,1
682c403426855d4a7612ff724efb404a,unknown,1
686e82dd914f82d16ef05415f4419d4f,unknown,1
68f817c510c978e3a3a7474ad2aeb75c,organic_search,2
68f817c510c978e3a3a7474ad2aeb75c,paid_search,9
